Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
1,6,4656,8,5,35776,166,4096,8,0,3,12,0,52604,1,1
4,11,41312,10,6,43888,166,36864,12,10,5,12,16736,52816,1,1
4,6,5232,8,5,52560,166,4096,8,0,4,12,64,52608,1,1
1,6,4656,8,5,35776,166,4096,8,0,3,12,64,52608,1,1
4,6,5232,8,5,52560,166,4096,8,0,4,12,0,52604,1,1
1,11,4544,10,10,15952,275,20480,14,10,4,9,16704,1056,0,1
4,11,21872,10,10,23280,276,20752,14,10,5,9,16736,1056,0,1
1,6,4528,6,6,22800,275,4096,9,0,3,9,320,1056,0,1
4,6,4960,6,6,27024,275,4096,9,0,4,9,320,1056,0,1
4,11,80656,10,10,93904,120,72712,14,10,6,9,16736,2904,0,1
4,11,60256,10,10,80400,80,57632,14,10,5,9,16736,12744,0,1
4,6,5760,6,6,683296,163,4096,9,0,4,9,320,4736,0,1
1,11,7120,10,10,96144,110,102400,14,10,4,9,16704,1288,0,1
4,11,91264,10,10,118032,112,88384,14,10,5,9,16736,1288,0,1
4,11,78752,10,10,80720,200,46752,14,10,5,9,16736,1368,0,1
1,6,11744,0,4,0,0,8192,11,0,2,12,34144,928,0,1
1,10,58160,0,6,70752,2251,57344,12,10,4,12,320,1104,0,1
1,14,1176720,0,6,1252768,20788,1003520,14,10,5,12,16704,1088,1,1
4,10,71280,0,6,95440,2276,69632,12,10,5,12,352,1104,0,1
1,0,0,6,5,0,0,32768,10,0,5,12,34112,411224,0,1
1,11,12704,10,10,50768,385,65536,14,10,4,9,16704,7480,0,1
4,11,58864,10,10,69312,388,53120,14,10,5,9,16736,7480,0,1
1,6,5264,6,6,70272,385,4096,9,0,3,9,320,7480,0,1
4,6,6432,6,6,96720,385,4096,9,0,4,9,64,7480,0,1
4,11,13392,10,10,14384,120,12560,14,10,5,9,16736,4408,0,1
1,6,4240,6,6,8368,118,4096,9,0,3,9,320,4416,0,1
4,6,4400,6,6,9984,118,4096,9,0,4,9,320,4416,0,1
1,11,9136,10,10,18704,118,24576,14,10,4,9,16704,4768,0,1
4,11,23856,10,10,25968,120,19400,14,10,5,9,16736,4768,0,1
1,6,4336,6,6,14720,118,4096,9,0,3,9,320,4936,0,1
4,6,4592,6,6,18912,118,4096,9,0,4,9,320,4936,0,1
1,11,8864,10,10,18064,118,24576,14,10,4,9,16704,4592,0,1
1,6,4320,6,6,14032,118,4096,9,0,3,9,320,4704,0,1
4,6,4544,6,6,18000,118,4096,9,0,4,9,320,4704,0,1
1,6,4960,6,6,0,0,4096,9,0,3,9,33088,29312,0,1
4,6,5856,6,6,0,0,4096,9,0,4,11,33088,29312,0,1
4,6,5824,6,6,691328,162,4096,9,0,4,9,320,104408,0,1
1,6,4960,6,6,376256,162,4096,9,0,3,9,320,104408,0,1
4,6,6464,6,6,870224,180,4096,9,0,4,9,320,103208,0,1
1,6,5280,6,6,477616,180,4096,9,0,3,9,320,103208,0,1
4,6,19024,0,4,0,0,0,48,0,1,21,34144,409732,0,1
1,11,20336,10,10,258624,161,282624,14,10,4,9,16704,9928,0,1
4,11,309648,10,10,322992,164,290696,14,10,5,9,16736,9928,0,1
1,6,5280,6,6,412096,161,4096,9,0,3,9,320,9304,0,1
4,6,6512,6,6,545888,161,4096,9,0,4,9,320,9304,0,1
4,11,51760,10,10,0,0,44024,14,10,5,11,49504,23928,0,1
1,11,11472,10,10,0,0,49152,14,10,4,9,49472,23928,0,1
1,6,4592,6,6,93568,92,4096,9,0,3,9,320,992,0,1
4,6,5008,6,6,109040,92,4096,9,0,4,9,64,992,0,1
4,6,6000,6,6,0,0,4096,9,0,4,11,33088,273992,0,1
1,11,18048,10,10,0,0,110592,14,10,5,9,49472,332808,0,1
1,6,5056,6,6,0,0,4096,9,0,3,9,33088,273992,0,1
4,11,57888,10,10,66416,176,54320,14,10,5,9,16736,1024,0,1
4,6,25280,0,5,29584,2370,24576,10,0,5,12,320,904,0,1
1,6,20832,0,5,24144,2512,20480,10,0,4,12,320,928,0,1
4,6,21008,0,5,23840,1174,20480,10,0,5,12,320,912,0,1
1,6,20752,0,5,22832,1241,20480,10,0,4,12,320,936,0,1
4,6,5536,6,6,231104,113,4096,9,0,4,9,320,1368,0,1
1,6,4848,6,6,206896,113,4096,9,0,3,9,320,1368,0,1
4,6,6640,6,6,373504,84,4096,9,0,4,9,320,21896,0,1
1,6,5376,6,6,405984,84,4096,9,0,3,9,320,21896,0,1
1,6,4416,6,6,44592,288,4096,9,0,3,9,320,1024,0,1
4,6,4720,6,6,58848,288,4096,9,0,4,9,64,1024,0,1
4,11,14592,10,10,13552,224,20480,14,10,5,9,352,1048,0,1
1,6,11984,6,6,11760,213,8192,9,0,3,9,1344,1048,0,1
4,6,12464,6,6,12240,213,8192,9,0,4,9,320,1048,0,1
4,11,11840,10,10,11744,84,0,14,10,3,9,16736,1048,0,1
1,11,7472,10,10,7376,80,0,14,10,2,9,17728,1024,0,1
4,11,11712,10,10,11616,80,0,14,10,3,9,16736,1024,0,1
1,6,7456,6,6,7376,80,0,9,0,2,9,1344,1024,0,1
4,6,7856,6,6,7776,80,0,9,0,2,9,320,1024,0,1
4,11,12272,10,10,12176,80,0,14,10,3,9,16736,1056,0,1
1,6,8032,6,6,7952,79,0,9,0,2,9,1344,1056,0,1
4,6,8416,6,6,8336,79,0,9,0,2,9,320,1056,0,1
1,6,4512,6,6,54544,168,4096,9,0,3,9,320,1032,0,1
4,6,4928,6,6,64496,168,4096,9,0,4,9,320,1032,0,1
4,11,138912,10,10,158272,88,136104,14,10,6,9,16736,1312,0,1
4,6,5232,6,6,155408,85,4096,9,0,4,9,320,1312,0,1
4,11,26704,10,10,28512,88,24896,14,10,5,9,16736,4296,0,1
4,6,4720,6,6,20048,88,4096,9,0,4,9,320,4296,0,1
1,10,4096,10,10,0,0,0,14,10,1,9,1344,83656,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,83656,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,83656,0,1
4,0,0,6,6,0,0,0,9,0,0,9,320,83656,0,1
1,6,4528,6,6,44048,106,4096,9,0,3,9,320,1000,0,1
4,6,4928,6,6,51520,106,4096,9,0,4,9,320,1000,0,1
4,11,64320,10,10,84880,80,61728,14,10,5,9,16736,12752,0,1
2,0,0,0,4,0,0,0,11,0,1,12,34112,1032,0,1
1,0,0,0,4,0,0,8192,11,0,2,12,34112,1032,0,1
4,0,0,0,4,0,0,8192,11,0,2,12,34112,1032,0,1
1,6,4144,6,6,0,0,152876,10,10,4,9,33088,44649080,0,1
4,11,195792,10,10,0,0,160688,14,10,6,11,49504,5480,0,1
1,6,4896,6,6,0,0,4096,9,0,3,9,33088,2080,0,1
4,6,5680,6,6,0,0,4096,9,0,4,11,33088,2080,0,1
4,6,5184,6,6,136832,106,4096,9,0,4,9,64,8376,0,1
1,6,4640,6,6,105888,106,4096,9,0,3,9,320,8376,0,1
1,0,0,8,5,0,0,0,8,0,0,12,1344,1396,0,1
4,0,0,8,5,0,0,0,8,0,0,12,0,1396,0,1
1,10,33056,0,6,70080,226,32768,11,0,4,12,320,1560,0,1
1,10,33072,0,6,69920,226,32768,11,0,4,12,320,1560,0,1
1,11,15568,10,10,77536,72,81920,14,10,4,9,16704,3808,0,1
1,6,4368,6,6,72592,72,4096,9,0,3,9,320,3808,0,1
4,11,85552,10,10,95632,212,76064,14,10,6,9,16736,1320,0,1
1,6,4784,6,6,150336,244,4096,9,0,4,9,320,1320,0,1
4,6,5488,6,6,195968,244,4096,9,0,4,9,64,1320,0,1
4,6,47168,0,6,59344,456,40960,14,0,7,12,352,1632,0,1
4,6,5024,1,6,69888,163,4096,9,0,4,9,320,6256,0,1
1,11,12672,1,10,47056,169,53248,14,10,4,9,16704,4576,0,1
4,11,58592,1,10,66432,172,48304,14,10,5,9,16736,4576,0,1
1,6,4672,1,6,43424,169,4096,9,0,4,9,320,4576,0,1
4,6,5216,1,6,64256,169,4096,9,0,5,9,320,4576,0,1
1,11,13984,1,10,56176,445,65536,14,10,4,9,16704,11600,0,1
4,11,67328,1,10,71184,448,56064,14,10,5,9,16736,11600,0,1
1,6,4784,1,6,66528,445,4096,9,0,3,9,320,11600,0,1
4,6,5456,1,6,86448,445,4096,9,0,4,9,320,11600,0,1
1,6,4544,6,6,0,0,4096,9,0,3,9,33088,1800,0,1
4,6,4880,6,6,0,0,4096,9,0,4,11,33088,1800,0,1
4,11,798560,10,10,1186976,476,756904,14,10,6,9,16736,54008,0,1
4,6,6736,6,6,713024,476,4096,9,0,4,9,320,38936,0,1
1,11,6976,10,10,16800,240,24576,14,10,4,9,16704,2072,0,1
4,11,20176,10,10,21456,240,16656,14,10,5,9,16736,2072,0,1
1,6,4400,6,6,20336,240,4096,9,0,3,9,320,2072,0,1
4,6,4720,6,6,24496,240,4096,9,0,4,9,320,2072,0,1
1,11,16000,10,10,117760,642,122880,14,10,5,9,16704,2464,0,1
4,11,132256,10,10,158768,644,115872,14,10,6,9,16736,2464,0,1
4,6,108416,5,6,118800,124,90112,14,0,8,12,352,848,0,1
4,11,131360,10,10,139264,1388,127824,14,10,5,9,16736,1288,0,1
1,6,4464,6,6,111840,1388,4096,9,0,3,9,320,1288,0,1
4,6,4832,6,6,143168,1388,4096,9,0,4,9,320,1288,0,1
4,6,7872,6,6,218464,168,4096,9,0,4,9,320,459288,0,1
1,6,6000,6,6,169424,168,4096,9,0,3,9,320,459288,0,1
1,11,21904,10,10,204464,168,212992,14,10,4,9,16704,1150464,1,1
4,11,236048,10,10,251360,168,214408,14,10,5,9,16736,1150464,1,1
1,6,6016,6,6,232864,168,4096,9,0,3,9,320,1150872,1,1
4,6,7856,6,6,301680,168,4096,9,0,4,9,320,1150872,1,1
1,6,4720,6,6,0,0,4096,10,0,3,9,33088,446380,0,1
4,6,5248,6,6,890896,194,4096,9,0,4,9,64,79424,0,1
4,11,335104,10,10,347744,196,315648,14,10,5,9,16736,79400,0,1
1,11,30544,10,10,292192,194,303104,14,10,4,9,16704,79400,0,1
1,6,4688,6,6,654496,194,4096,9,0,3,9,320,79424,0,1
1,6,4544,6,6,72400,416,4096,9,0,3,9,320,1048,0,1
4,6,4992,6,6,88528,416,4096,9,0,4,9,320,1048,0,1
1,11,5200,10,10,38384,129,45056,14,10,5,9,16704,1088,0,1
4,11,47536,10,10,51328,132,45376,14,10,6,9,16736,1088,0,1
1,6,4448,6,6,53216,129,4096,9,0,3,9,320,1088,0,1
4,6,4784,6,6,66240,129,4096,9,0,4,9,320,1088,0,1
1,11,9680,10,10,255440,495,262144,14,10,4,9,16704,1016,0,1
4,6,99248,0,5,0,0,98304,10,0,5,12,33088,976,0,1
1,6,4368,6,6,14352,165,4096,9,0,3,9,320,1056,0,1
4,6,4640,6,6,17568,165,4096,9,0,4,9,320,1056,0,1
1,6,4096,6,6,4128,110,0,9,0,1,9,1344,1040,0,1
4,6,4096,6,6,4128,110,0,9,0,1,9,320,1040,0,1
4,6,5056,6,6,0,0,4096,9,0,4,11,33088,2064,0,1
4,11,221424,10,10,263680,172,215328,14,10,7,9,16736,1320,0,1
4,6,6112,6,6,184432,169,4096,9,0,4,9,320,1320,0,1
4,11,116384,10,10,126144,188,106648,14,10,6,9,16736,1352,0,1
4,11,11456,10,10,12400,124,10256,14,10,5,9,16736,1144,0,1
1,11,4800,10,10,27808,106,40960,14,10,4,9,16704,5200,0,1
4,11,34576,10,10,36304,108,33136,14,10,5,9,16736,5200,0,1
1,6,4560,6,6,44384,106,4096,9,0,3,9,320,5200,0,1
4,6,5024,6,6,53680,106,4096,9,0,4,9,320,5200,0,1
4,11,967936,10,10,1192192,276,901544,14,10,6,9,16736,71144,0,1
4,6,5776,6,6,1256928,276,4096,9,0,4,9,320,67184,0,1
4,11,173232,10,10,195280,112,153960,14,10,5,9,16736,1352,0,1
4,11,1922192,10,10,2497552,168,1794056,14,10,6,9,16736,17248,0,1
1,11,37184,10,10,163648,143,167936,14,10,5,9,16704,1000,0,1
4,11,207648,10,10,222080,144,184312,14,10,6,9,16736,1000,0,1
1,11,12400,10,10,69824,102,77824,14,10,4,9,16704,122064,0,1
4,11,81568,10,10,85536,104,73208,14,10,5,9,16736,122072,0,1
1,6,4816,6,6,89760,102,4096,9,0,3,9,320,125608,0,1
4,6,5552,6,6,108480,102,4096,9,0,4,9,320,125616,0,1
4,6,4736,6,6,39072,177,4096,9,0,4,9,320,47880,0,1
1,6,4432,6,6,30864,177,4096,9,0,3,9,320,47880,0,1
1,11,6176,10,10,10080,175,16384,14,10,4,9,16704,12256,0,1
4,11,14064,10,10,15008,176,11920,14,10,5,9,16736,12256,0,1
1,6,8400,6,6,13344,175,8192,9,0,4,9,320,46560,0,1
4,6,4560,6,6,12384,175,4096,9,0,5,9,320,46560,0,1
1,11,6336,10,10,19376,134,24576,14,10,4,9,16704,1104,0,1
4,11,24192,10,10,27056,136,21176,14,10,5,9,16736,1104,0,1
1,6,894156,0,4,0,0,8192,11,0,2,12,34112,58696,0,1
1,6,204108,0,4,0,0,8192,11,0,2,12,34144,1040,0,1
4,11,23728,0,5,28544,200,20480,14,0,6,12,352,1456,0,1
1,6,39568,0,4,0,0,8192,48,0,2,12,34144,1136,0,1
1,6,62740,0,4,0,0,8192,48,0,2,12,34144,1176,0,1
1,6,42528,0,4,0,0,8192,48,0,2,12,34144,1268,0,1
1,6,13044,0,4,0,0,8192,48,0,2,12,34144,1172,0,1
4,11,283920,10,10,322816,1412,271384,14,10,7,9,16736,19640,0,1
1,6,4448,6,6,248800,1412,4096,9,0,5,9,320,1048,0,1
4,6,4768,6,6,397072,1412,4096,9,0,6,9,320,1048,0,1
1,11,25088,10,10,284176,1412,335872,14,10,6,9,16704,19640,0,1
1,6,4864,6,6,335520,1482,4096,9,0,4,9,320,1016,0,1
4,6,6176,6,6,559856,1482,4096,9,0,5,9,320,1016,0,1
4,11,2429936,10,10,2767888,1824,2291328,14,10,7,9,16736,61296,0,1
1,11,123216,10,10,1474512,1822,2179072,14,10,6,9,16704,61296,0,1
4,11,556992,10,10,590336,180,344064,14,10,5,9,16736,1000,0,1
1,6,4208,6,6,3248560,885,3309568,11,0,4,9,320,1088,0,1
1,6,4816,6,6,160720,116,4096,9,0,3,9,320,1312,0,1
4,6,5536,6,6,192208,116,4096,9,0,4,9,320,1312,0,1
1,11,4800,10,10,39088,341,45056,14,10,5,9,16704,1088,0,1
4,11,40384,10,10,54544,344,39184,14,10,6,9,16736,1088,0,1
1,11,14784,10,10,210880,2056,217088,14,10,6,9,16704,314296,0,1
4,11,242768,10,10,260112,2056,228896,14,10,7,9,16736,314304,0,1
1,6,5424,6,6,331408,1995,4096,9,0,4,9,320,675264,0,1
4,6,6768,6,6,391696,1995,4096,9,0,5,9,320,675272,0,1
4,11,106576,10,10,112800,296,102704,14,10,6,9,16736,262824,0,1
1,11,21280,10,10,101232,114,106496,14,10,5,9,16704,32648,0,1
4,11,115632,10,10,124816,116,97816,14,10,6,9,16736,32648,0,1
1,11,4592,10,10,15952,930,24576,14,10,5,9,16704,1056,0,1
4,11,21632,10,10,23264,932,20752,14,10,6,9,16736,1056,0,1
1,6,4336,6,6,17072,930,4096,9,0,3,9,320,1056,0,1
4,6,4576,6,6,21344,930,4096,9,0,4,9,320,1056,0,1
1,11,4896,10,10,31072,1006,36864,14,10,5,9,16704,1040,0,1
4,11,38368,10,10,45568,1008,37152,14,10,6,9,16736,1040,0,1
1,6,4800,6,6,108784,1118,4096,9,0,3,9,320,69560,0,1
4,6,5504,6,6,134496,1118,4096,9,0,4,9,320,69568,0,1
1,6,5856,6,6,665952,4859,4096,9,0,3,9,320,25912,0,1
4,6,7504,6,6,786528,4889,4096,9,0,4,9,320,25912,0,1
1,11,78304,10,10,1727408,5588,1748992,14,10,5,9,16704,297912,1,1
4,11,1935584,10,10,2061600,5620,1907584,14,10,6,9,16736,297912,1,1
1,11,78304,10,10,1727760,5588,1748992,14,10,5,9,16704,297912,1,1
1,11,17312,10,10,468800,4863,487424,14,10,4,9,16704,58024,0,1
1,11,17312,10,10,468784,4863,487424,14,10,4,9,16704,58024,0,1
4,11,541952,10,10,559296,4896,525984,14,10,5,9,16736,58024,0,1
1,6,6208,6,6,487040,747,4096,9,0,3,9,320,109512,0,1
4,6,8304,6,6,560528,747,4096,9,0,4,9,320,109512,0,1
4,11,45360,10,10,48128,164,38176,14,10,5,9,16736,6936,0,1
1,6,4608,6,6,47104,163,4096,9,0,3,9,320,6008,0,1
4,6,5104,6,6,52768,163,4096,9,0,4,9,64,6008,0,1
1,6,58064,0,5,71584,6469,57344,10,0,4,12,320,1416,0,1
1,11,1645136,0,5,1834064,390780,1552384,14,0,6,12,320,1444,1,1
4,11,1866976,0,5,2263440,398044,1658880,14,0,7,12,352,1444,1,1
1,6,18064,0,4,0,0,8192,11,0,2,12,34112,1432,0,1
1,0,0,0,4,0,0,8192,11,0,2,12,34112,1472,0,1
1,6,38860,0,4,0,0,8192,11,0,2,12,34112,1472,0,1
1,0,0,0,4,0,0,8192,11,0,2,12,34112,1536,0,1
1,6,29772,0,4,0,0,8192,11,0,2,12,34112,1440,0,1
4,11,40112,10,10,0,0,37136,14,10,6,11,49504,2048,0,1
1,6,4768,6,6,0,0,4096,9,0,3,9,33088,2040,0,1
4,11,8864,10,10,9840,80,8464,14,10,5,9,16736,1072,0,1
4,6,4416,6,6,10256,78,4096,9,0,4,9,320,1072,0,1
4,6,4704,6,6,0,0,4096,9,0,4,12,33088,2032,0,1
1,11,4640,10,10,0,0,16384,14,10,5,9,49472,28520,0,1
4,11,13392,10,10,0,0,12560,14,10,6,11,49504,28520,0,1
1,6,4320,6,6,0,0,4096,9,0,3,9,33088,28520,0,1
4,6,4544,6,6,0,0,4096,9,0,4,11,33088,28520,0,1
1,11,8800,10,10,33264,165,40960,14,10,4,9,16704,77968,0,1
4,11,40896,10,10,43792,168,35640,14,10,5,9,16736,77968,0,1
1,6,4832,6,6,63648,165,4096,9,0,4,9,320,28424,0,1
4,6,5520,6,6,80352,165,4096,9,0,5,9,320,28424,0,1
4,11,193536,0,5,237888,6196,163840,14,0,6,12,352,1464,0,1
1,6,266332,0,4,0,0,8192,48,0,2,12,34144,50868,0,1
4,11,271952,10,10,310080,324,258440,14,10,6,9,16736,1120,0,1
4,10,1092716,21315,6,1082720,322,4096,9,0,4,9,320,952,0,1
1,10,821684,21315,6,813208,322,4096,9,0,3,9,320,952,0,1
4,6,33360,0,4,0,0,32768,8,0,5,12,0,3298200,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,76440,0,1
4,0,0,6,6,0,0,0,9,0,0,9,320,51720,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,1376,0,1
4,0,0,6,6,0,0,0,9,0,0,9,320,1376,0,1
4,6,4480,6,6,25424,189,4096,9,0,5,9,320,1056,0,1
1,11,7232,10,10,87840,2100,94208,14,10,4,9,16704,1344,0,1
4,11,99536,10,10,103280,2100,96192,14,10,5,9,16736,1344,0,1
1,6,4720,6,6,101792,2100,4096,9,0,3,9,320,1344,0,1
4,6,5344,6,6,123456,2100,4096,9,0,4,9,320,1344,0,1
1,6,4256,6,6,12560,813,4096,8,0,3,9,1024,704,0,1
4,6,4384,6,6,21696,748,4096,8,0,4,9,0,704,0,1
4,6,5600,6,6,245040,100,4096,8,0,4,9,0,18536,0,1
4,6,5648,6,6,155088,173,4096,8,0,4,9,0,55832,0,1
1,11,4400,10,10,9776,792,16384,14,10,4,9,17728,8048,0,1
4,11,12976,10,10,14656,792,12592,14,10,5,9,16736,8048,0,1
1,6,4272,6,6,14592,610,4096,9,0,3,9,320,1024,0,1
4,6,4464,6,6,16464,610,4096,9,0,4,9,320,1024,0,1
1,6,4496,6,6,68192,165,4096,9,0,3,9,320,2944,0,1
4,6,4880,6,6,91744,165,4096,9,0,4,9,320,2944,0,1
4,6,4400,6,6,30464,2144,4096,9,0,4,9,320,1040,0,1
1,6,4240,6,6,26288,2144,4096,9,0,3,9,1344,1040,0,1
1,0,0,6,4,0,0,32768,6,0,4,12,34112,35408,1,1
1,0,0,6,4,0,0,32768,6,0,4,12,34112,31296,1,1
4,11,32992,10,10,34064,148,26608,14,10,5,9,16736,1120,0,1
1,11,34464,10,10,389088,29957,438272,14,10,5,9,16704,1480,0,1
1,6,6448,6,6,482144,26720,4096,9,0,3,9,320,143680,0,1
4,6,8736,6,6,678224,26720,4096,9,0,4,9,320,143680,0,1
1,10,4096,10,10,0,0,0,14,10,1,9,1344,1328,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,1328,0,1
1,11,17984,10,10,106096,2343,167936,14,10,4,9,16704,2008,0,1
4,11,127168,10,10,133008,2344,110912,14,10,5,9,16736,2008,0,1
1,6,4976,6,6,121424,2343,4096,9,0,3,9,320,2032,0,1
4,6,5856,6,6,151744,2343,4096,9,0,4,9,64,2032,0,1
4,11,26896,10,10,30304,100,24960,14,10,5,9,16736,1080,0,1
4,11,61504,10,10,62496,208,46800,14,10,5,9,16736,1112,0,1
1,11,13200,10,10,0,0,57344,14,10,5,9,49472,2352,0,1
4,11,70800,10,10,74768,196,57880,14,10,5,9,16736,10640,0,1
4,11,60400,10,10,0,0,49616,14,10,6,11,49504,2360,0,1
1,6,4912,6,6,82160,253,4096,9,0,3,9,320,22176,0,1
1,6,4400,6,6,0,0,4096,9,0,3,9,33088,2136,0,1
4,6,5728,6,6,98848,253,4096,9,0,4,9,320,22176,0,1
4,6,4560,6,6,0,0,4096,9,0,4,11,33088,2072,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,1410184,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,1410184,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,1557200,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,1557200,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,3418320,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,3418320,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,1702328,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,1702328,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,4092432,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,4092432,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,1972072,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,1972072,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,4615488,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,4615488,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,5089848,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,2465928,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,4980280,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,4980280,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,3330368,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,3330368,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,6780488,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,6780488,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,6014424,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,6014424,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,6584904,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,6584904,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,6345704,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,6345704,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,1236016,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,1236016,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,2135384,0,1
4,6,4368,6,6,29584,200,4096,9,0,4,9,64,992,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,11722144,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,11722144,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,4163240,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,4163240,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,1451632,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,1451632,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,12037712,0,1
1,10,4096,10,10,0,0,0,14,10,1,9,1344,12037712,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,19702320,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,19702320,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,10019656,0,1
1,6,5680,6,6,2156288,188,4096,9,0,3,9,320,195976,1,1
4,6,6352,6,6,2030336,188,4096,9,0,4,9,320,195976,1,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,1248,0,1
4,0,0,6,6,0,0,0,9,0,0,9,320,1248,0,1
4,11,3319776,10,10,3555296,156,3147264,14,10,5,9,16736,676000,0,1
4,11,3366048,10,10,3602288,152,3162688,14,10,5,9,16736,675992,0,1
4,6,6094993,0,4,2756608,34507,0,2,28,15,18,0,1040,0,1
1,6,2236416,1,4,2535424,46378,0,2,28,12,18,0,1032,0,1
4,0,0,0,4,36864,125,41244,2,25,8,18,0,0,0,1
1,11,7968,10,10,7872,80,0,14,10,2,9,17728,1048,0,1
4,11,12224,10,10,12128,80,0,14,10,3,9,16736,1048,0,1
1,6,7952,6,6,7872,80,0,9,0,2,9,1344,1048,0,1
4,6,8368,6,6,8288,80,0,9,0,2,9,320,1048,0,1
1,11,7408,10,10,7312,80,0,14,10,2,9,17728,1040,0,1
4,11,11648,10,10,11552,80,0,14,10,3,9,16736,1040,0,1
1,6,7392,6,6,7312,80,0,9,0,2,9,1344,1040,0,1
4,6,7792,6,6,7712,80,0,9,0,2,9,320,1040,0,1
1,11,7344,10,10,7248,84,0,14,10,2,9,17728,1040,0,1
4,11,11584,10,10,11488,84,0,14,10,3,9,16736,1040,0,1
1,6,7344,6,6,7248,81,0,9,0,2,9,1344,1040,0,1
4,6,7744,6,6,7648,81,0,9,0,2,9,320,1040,0,1
1,6,7600,6,6,7504,82,0,9,0,2,9,1344,1032,0,1
4,6,7984,6,6,7888,82,0,9,0,2,9,320,1032,0,1
1,11,8208,10,10,8112,80,0,14,10,2,9,17728,1056,0,1
4,11,12464,10,10,12368,80,0,14,10,3,9,16736,1056,0,1
1,11,7472,10,10,7376,84,0,14,10,2,9,17728,1048,0,1
4,11,11712,10,10,11616,84,0,14,10,3,9,16736,1048,0,1
1,6,7472,6,6,7376,81,0,9,0,2,9,1344,1048,0,1
4,6,7872,6,6,7776,81,0,9,0,2,9,320,1048,0,1
4,11,11712,10,10,11616,84,0,14,10,3,9,16736,1032,0,1
1,6,7472,6,6,7376,82,0,9,0,2,9,1344,1032,0,1
4,6,7872,6,6,7776,82,0,9,0,2,9,320,1032,0,1
1,11,7296,10,10,7200,84,0,14,10,2,9,17728,1032,0,1
4,11,11552,10,10,11456,84,0,14,10,3,9,16736,1032,0,1
1,11,7520,10,10,7424,84,0,14,10,2,9,17728,1032,0,1
4,11,11760,10,10,11664,84,0,14,10,3,9,16736,1032,0,1
1,11,7584,10,10,7488,84,0,14,10,2,9,17728,1040,0,1
4,11,11824,10,10,11728,84,0,14,10,3,9,16736,1040,0,1
1,11,7776,10,10,7680,80,0,14,10,2,9,17728,1024,0,1
4,11,12032,10,10,11936,80,0,14,10,3,9,16736,1024,0,1
4,6,8416,6,6,8336,80,0,9,0,2,9,320,1040,0,1
1,11,9056,10,10,8960,84,0,14,10,2,9,17728,1056,0,1
4,11,13312,10,10,13216,84,0,14,10,3,9,16736,1056,0,1
